customer_id,gender,senior_citizen,tenure,monthly_charges,total_charges,contract_type,internet_service,num_support_calls,payment_method,has_partner,has_dependents,churned,contract_months
PETRA-02212,Female,0,20,68.96,1808.62,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-02213,Male,1,4,88.04,162.13,Month-to-month,No,0,Mailed check,1,0,0,1
PETRA-02214,Male,0,5,80.13,683.75,Month-to-month,Fiber optic,2,Credit card,0,0,0,1
PETRA-02215,Male,0,31,41.74,2150.54,One year,Fiber optic,1,Electronic check,0,0,0,12
PETRA-02216,Male,0,9,54.89,151.49,Month-to-month,No,2,Electronic check,1,0,1,1
PETRA-02217,Female,0,11,84.77,1459.27,One year,Fiber optic,3,Credit card,0,1,0,12
PETRA-02218,Male,1,20,62.37,1118.44,Month-to-month,DSL,1,Credit card,1,0,1,1
PETRA-02219,Male,0,10,100.37,820.40,Month-to-month,DSL,2,Bank transfer,1,0,0,1
PETRA-02220,Female,1,2,68.44,174.30,Month-to-month,No,0,Credit card,1,0,0,1
PETRA-02221,Male,0,0,55.39,28.78,Month-to-month,Fiber optic,3,Credit card,0,1,0,1
PETRA-02222,Male,0,2,88.07,285.71,One year,DSL,6,Bank transfer,1,0,1,12
PETRA-02223,Male,0,27,47.75,522.75,One year,No,2,Credit card,0,0,0,12
PETRA-02224,Male,0,38,22.74,1206.18,Two year,No,0,Electronic check,0,0,0,24
PETRA-02225,Female,0,27,66.65,338.34,Month-to-month,No,2,Bank transfer,0,0,0,1
PETRA-02226,Female,0,11,89.13,857.78,Month-to-month,Fiber optic,1,Electronic check,0,0,0,1
PETRA-02227,Female,0,5,60.08,276.81,Two year,No,2,Bank transfer,1,0,0,24
PETRA-02228,Male,0,11,20.00,369.39,One year,No,1,Bank transfer,1,1,0,12
PETRA-02229,Female,1,14,62.44,879.80,Month-to-month,DSL,3,Bank transfer,1,1,0,1
PETRA-02230,Female,0,9,76.95,565.62,Month-to-month,No,2,Mailed check,1,0,0,1
PETRA-02231,Male,0,49,82.51,8078.34,Month-to-month,Fiber optic,2,Bank transfer,1,0,0,1
PETRA-02232,Female,0,31,85.92,1863.67,Month-to-month,No,0,Electronic check,1,0,0,1
PETRA-02233,Male,0,15,59.32,596.36,One year,Fiber optic,2,Electronic check,1,0,0,12
PETRA-02234,Female,1,1,51.53,0.00,Month-to-month,Fiber optic,1,Electronic check,1,0,0,1
PETRA-02235,Female,0,13,45.26,499.01,Two year,DSL,2,Credit card,1,1,0,24
PETRA-02236,Male,0,56,102.11,1956.85,Month-to-month,DSL,0,Credit card,0,0,0,1
PETRA-02237,Male,0,27,57.50,1279.95,One year,DSL,0,Bank transfer,1,0,0,12
PETRA-02238,Male,0,16,90.69,1694.83,Month-to-month,Fiber optic,1,Electronic check,0,0,0,1
PETRA-02239,Female,0,51,70.68,866.65,One year,No,3,Electronic check,0,1,0,12
PETRA-02240,Male,0,18,78.90,602.07,Two year,DSL,2,Electronic check,1,0,0,24
PETRA-02241,Female,1,10,92.33,0.00,Month-to-month,DSL,2,Credit card,0,1,1,1
PETRA-02242,Male,1,2,41.59,42.39,Month-to-month,Fiber optic,2,Electronic check,0,1,0,1
PETRA-02243,Male,0,1,74.33,0.00,Month-to-month,DSL,0,Electronic check,0,0,0,1
PETRA-02244,Female,0,8,103.83,2077.40,Month-to-month,DSL,1,Mailed check,0,0,0,1
PETRA-02245,Female,0,6,107.00,1317.97,Two year,DSL,2,Electronic check,1,0,1,24
PETRA-02246,Female,0,2,58.28,226.03,One year,Fiber optic,1,Bank transfer,1,0,1,12
PETRA-02247,Male,0,18,23.57,39.72,One year,Fiber optic,0,Electronic check,0,0,0,12
PETRA-02248,Male,1,53,49.24,2285.85,Month-to-month,No,2,Electronic check,1,0,0,1
PETRA-02249,Male,0,32,84.54,426.80,Two year,DSL,4,Bank transfer,1,1,0,24
PETRA-02250,Female,0,2,87.34,400.00,One year,DSL,0,Bank transfer,1,1,0,12
PETRA-02251,Female,0,1,25.83,92.31,Month-to-month,Fiber optic,1,Credit card,0,0,0,1
PETRA-02252,Male,0,22,60.43,349.90,Two year,No,3,Credit card,0,0,0,24
PETRA-02253,Female,0,31,32.72,1276.46,Month-to-month,Fiber optic,2,Electronic check,0,0,0,1
PETRA-02254,Male,0,36,20.00,0.00,Month-to-month,No,2,Bank transfer,0,0,1,1
PETRA-02255,Female,0,15,76.54,1038.44,Two year,Fiber optic,2,Electronic check,1,0,0,24
PETRA-02256,Female,0,4,75.94,266.45,Month-to-month,No,2,Bank transfer,0,0,1,1
PETRA-02257,Female,0,25,20.00,758.88,Month-to-month,Fiber optic,1,Electronic check,1,1,0,1
PETRA-02258,Male,0,22,125.24,4660.37,Month-to-month,DSL,1,Electronic check,1,0,0,1
PETRA-02259,Female,0,50,93.87,4760.30,Two year,DSL,3,Electronic check,0,1,0,24
PETRA-02260,Male,0,13,82.65,905.95,Month-to-month,Fiber optic,3,Bank transfer,0,0,0,1
PETRA-02261,Female,0,6,100.04,0.00,Month-to-month,No,0,Mailed check,1,0,0,1
PETRA-02262,Male,1,1,65.46,190.43,Month-to-month,Fiber optic,0,Bank transfer,1,1,0,1
PETRA-02263,Female,0,6,31.00,100.37,Month-to-month,DSL,1,Electronic check,0,0,0,1
PETRA-02264,Male,0,33,92.54,3272.03,Month-to-month,DSL,1,Bank transfer,1,0,0,1
PETRA-02265,Male,0,15,49.81,1928.49,Two year,Fiber optic,1,Credit card,1,1,0,24
PETRA-02266,Female,0,16,27.42,72.02,One year,No,2,Electronic check,1,0,0,12
PETRA-02267,Female,0,21,53.31,1136.23,Two year,Fiber optic,2,Bank transfer,0,0,0,24
PETRA-02268,Male,0,9,37.20,451.23,One year,Fiber optic,0,Credit card,1,0,0,12
PETRA-02269,Female,0,20,99.79,3522.16,Month-to-month,Fiber optic,3,Bank transfer,1,0,1,1
PETRA-02270,Male,0,21,85.56,1798.25,Month-to-month,No,0,Credit card,0,0,0,1
PETRA-02271,Male,0,72,20.00,2624.99,Month-to-month,No,0,Mailed check,1,1,0,1
PETRA-02272,Male,0,25,92.11,1632.72,Month-to-month,DSL,1,Electronic check,1,0,0,1
PETRA-02273,Male,1,17,65.51,1537.34,One year,Fiber optic,0,Credit card,0,0,0,12
PETRA-02274,Male,0,17,21.84,478.83,Month-to-month,No,0,Electronic check,1,0,0,1
PETRA-02275,Male,0,4,79.97,299.48,One year,No,1,Electronic check,1,0,0,12
PETRA-02276,Male,0,24,20.00,588.70,Month-to-month,Fiber optic,0,Electronic check,1,1,0,1
PETRA-02277,Male,0,8,42.79,132.76,Month-to-month,DSL,1,Bank transfer,1,0,0,1
PETRA-02278,Male,0,9,63.43,451.55,Two year,Fiber optic,1,Credit card,0,0,0,24
PETRA-02279,Female,0,26,87.56,225.81,Month-to-month,Fiber optic,1,Credit card,0,0,0,1
PETRA-02280,Female,0,21,43.05,624.65,Month-to-month,DSL,1,Electronic check,0,1,0,1
PETRA-02281,Male,0,6,45.27,488.01,Month-to-month,No,3,Electronic check,1,0,0,1
PETRA-02282,Male,0,28,48.88,1771.31,Month-to-month,DSL,0,Electronic check,0,0,0,1
PETRA-02283,Female,0,33,108.41,4348.59,Month-to-month,No,1,Credit card,1,1,0,1
PETRA-02284,Female,0,5,122.38,0.00,Two year,Fiber optic,1,Electronic check,0,0,1,24
PETRA-02285,Female,0,6,73.21,537.68,Two year,DSL,1,Bank transfer,0,0,0,24
PETRA-02286,Female,0,26,100.66,2502.13,One year,Fiber optic,0,Electronic check,1,1,0,12
PETRA-02287,Female,1,9,58.02,718.59,One year,Fiber optic,1,Credit card,1,1,0,12
PETRA-02288,Female,0,2,28.29,167.24,Month-to-month,No,2,Electronic check,0,0,0,1
PETRA-02289,Male,0,64,67.73,3093.81,Two year,Fiber optic,3,Mailed check,0,1,0,24
PETRA-02290,Male,0,7,81.47,444.33,Month-to-month,DSL,4,Credit card,0,0,0,1
PETRA-02291,Male,0,59,100.12,9703.37,Month-to-month,No,1,Electronic check,0,1,0,1
PETRA-02292,Male,1,13,46.50,349.13,Two year,Fiber optic,2,Electronic check,0,0,0,24
PETRA-02293,Female,0,16,24.01,407.58,Month-to-month,DSL,0,Credit card,1,0,0,1
PETRA-02294,Female,0,7,102.40,0.00,Month-to-month,No,0,Credit card,0,0,0,1
PETRA-02295,Female,0,67,86.94,4569.09,One year,DSL,0,Electronic check,0,1,0,12
PETRA-02296,Male,1,11,66.68,1403.56,Month-to-month,DSL,4,Credit card,0,1,1,1
PETRA-02297,Male,0,5,102.39,632.16,Month-to-month,Fiber optic,2,Credit card,0,0,0,1
PETRA-02298,Male,0,2,88.63,288.85,Month-to-month,Fiber optic,3,Mailed check,1,0,1,1
PETRA-02299,Female,0,36,22.80,1369.96,One year,Fiber optic,1,Bank transfer,0,0,0,12
PETRA-02300,Male,0,26,69.35,3506.15,Month-to-month,No,1,Electronic check,0,0,0,1
PETRA-02301,Male,0,3,33.38,72.37,Month-to-month,DSL,2,Electronic check,1,1,0,1
PETRA-02302,Female,0,47,96.63,7537.52,Month-to-month,No,0,Bank transfer,1,0,0,1
PETRA-02303,Female,0,11,42.89,1213.95,Month-to-month,DSL,1,Electronic check,1,1,0,1
PETRA-02304,Female,0,12,110.69,1303.78,Month-to-month,DSL,0,Credit card,1,1,1,1
PETRA-02305,Male,0,26,42.96,85.15,Month-to-month,DSL,3,Bank transfer,1,0,0,1
PETRA-02306,Male,0,72,71.38,2999.12,Month-to-month,DSL,2,Electronic check,1,0,0,1
PETRA-02307,Male,0,16,89.00,1890.74,Month-to-month,Fiber optic,1,Mailed check,1,1,0,1
PETRA-02308,Male,0,29,30.84,0.00,Month-to-month,No,0,Bank transfer,0,1,0,1
PETRA-02309,Female,0,60,100.45,2811.95,Month-to-month,No,1,Mailed check,1,1,0,1
PETRA-02310,Male,1,45,30.64,1060.54,Two year,Fiber optic,0,Electronic check,1,0,0,24
PETRA-02311,Male,0,28,70.40,2122.92,Month-to-month,DSL,2,Bank transfer,1,0,0,1
PETRA-02312,Female,0,25,85.21,4809.31,Month-to-month,No,1,Bank transfer,0,1,0,1
PETRA-02313,Male,0,39,58.15,3359.88,Month-to-month,Fiber optic,1,Credit card,1,0,0,1
PETRA-02314,Male,0,10,67.32,148.31,One year,Fiber optic,4,Electronic check,0,0,0,12
PETRA-02315,Male,0,21,66.54,5180.09,Month-to-month,Fiber optic,0,Credit card,1,1,0,1
PETRA-02316,Male,0,44,59.21,2575.06,One year,DSL,0,Bank transfer,0,0,0,12
PETRA-02317,Male,0,5,87.96,0.00,One year,Fiber optic,0,Credit card,1,0,0,12
PETRA-02318,Female,0,11,49.96,150.10,Month-to-month,No,0,Mailed check,1,0,0,1
PETRA-02319,Female,0,15,26.56,110.48,Month-to-month,DSL,2,Bank transfer,0,1,0,1
PETRA-02320,Male,0,5,45.24,12.76,Two year,Fiber optic,2,Bank transfer,0,0,0,24
PETRA-02321,Male,1,20,97.88,2660.41,Month-to-month,No,0,Bank transfer,0,0,0,1
PETRA-02322,Male,0,0,58.08,0.00,Month-to-month,Fiber optic,1,Credit card,1,1,0,1
PETRA-02323,Female,0,72,28.42,3453.54,Month-to-month,Fiber optic,0,Bank transfer,1,0,0,1
PETRA-02324,Female,0,15,31.51,742.08,Month-to-month,Fiber optic,3,Electronic check,1,0,1,1
PETRA-02325,Female,0,4,96.23,261.91,One year,No,1,Electronic check,0,1,0,12
PETRA-02326,Male,0,18,83.64,2470.66,Month-to-month,Fiber optic,1,Bank transfer,1,0,0,1
PETRA-02327,Male,0,30,42.26,298.05,Month-to-month,Fiber optic,1,Electronic check,1,1,0,1
PETRA-02328,Male,0,68,107.28,2993.69,One year,DSL,0,Credit card,0,1,0,12
PETRA-02329,Male,0,9,89.79,1118.96,Two year,No,0,Electronic check,0,0,0,24
PETRA-02330,Male,0,19,101.19,1640.58,Month-to-month,No,1,Credit card,0,0,0,1
PETRA-02331,Female,0,2,46.34,42.68,One year,Fiber optic,2,Mailed check,0,0,0,12
PETRA-02332,Male,0,6,67.19,371.08,Month-to-month,No,0,Mailed check,0,0,1,1
PETRA-02333,Female,1,7,36.42,490.22,One year,Fiber optic,4,Electronic check,0,0,1,12
PETRA-02334,Female,0,0,86.86,102.40,Month-to-month,No,3,Credit card,0,0,0,1
PETRA-02335,Female,0,18,83.69,1955.79,Month-to-month,DSL,6,Bank transfer,0,1,1,1
PETRA-02336,Male,0,4,31.90,95.85,Two year,DSL,4,Electronic check,0,0,1,24
PETRA-02337,Female,1,14,55.19,1054.75,One year,No,0,Bank transfer,1,1,0,12
PETRA-02338,Male,0,48,55.52,1056.16,Month-to-month,Fiber optic,0,Bank transfer,1,0,0,1
PETRA-02339,Male,1,9,91.46,1496.76,Two year,Fiber optic,0,Bank transfer,0,0,0,24
PETRA-02340,Male,0,0,50.62,76.03,Month-to-month,Fiber optic,2,Credit card,1,0,0,1
PETRA-02341,Male,0,17,99.98,3997.75,One year,Fiber optic,2,Bank transfer,1,0,0,12
PETRA-02342,Female,0,36,71.22,1124.16,One year,DSL,2,Credit card,0,0,0,12
PETRA-02343,Female,0,61,74.73,1602.84,Two year,Fiber optic,3,Electronic check,0,0,0,24
PETRA-02344,Female,0,3,83.07,345.39,Month-to-month,Fiber optic,1,Bank transfer,0,1,0,1
PETRA-02345,Male,1,52,26.49,1113.56,One year,DSL,1,Credit card,1,0,0,12
PETRA-02346,Male,0,53,101.24,9119.42,One year,DSL,1,Credit card,0,0,0,12
PETRA-02347,Female,0,30,85.65,4939.77,Month-to-month,Fiber optic,1,Mailed check,0,1,0,1
PETRA-02348,Male,0,19,76.68,3193.64,Two year,Fiber optic,0,Bank transfer,1,0,0,24
PETRA-02349,Female,0,24,52.01,1299.24,Month-to-month,Fiber optic,2,Electronic check,1,0,0,1
PETRA-02350,Female,0,3,47.65,231.06,Month-to-month,Fiber optic,1,Electronic check,0,0,0,1
PETRA-02351,Female,1,72,30.51,1401.84,One year,Fiber optic,1,Electronic check,1,0,0,12
PETRA-02352,Female,1,51,97.71,5740.92,Month-to-month,DSL,0,Bank transfer,0,0,0,1
PETRA-02353,Male,0,15,22.61,326.46,Two year,Fiber optic,1,Electronic check,1,0,0,24
PETRA-02354,Male,0,6,69.55,386.13,Month-to-month,DSL,2,Credit card,1,0,0,1
PETRA-02355,Male,0,72,91.76,15042.60,Month-to-month,Fiber optic,0,Bank transfer,1,0,0,1
PETRA-02356,Male,1,18,70.35,76.67,One year,DSL,1,Credit card,0,0,0,12
PETRA-02357,Male,0,25,29.27,729.09,Two year,Fiber optic,1,Mailed check,0,1,0,24
PETRA-02358,Female,0,72,101.05,7549.55,One year,Fiber optic,0,Bank transfer,1,0,0,12
PETRA-02359,Male,1,4,28.68,166.36,Month-to-month,No,1,Credit card,0,0,0,1
PETRA-02360,Female,1,17,64.04,252.54,Month-to-month,Fiber optic,1,Electronic check,1,1,0,1
PETRA-02361,Female,0,28,31.74,702.72,One year,No,4,Credit card,0,0,1,12
PETRA-02362,Female,0,12,65.31,456.91,Two year,Fiber optic,1,Bank transfer,0,0,0,24
PETRA-02363,Male,0,19,38.35,0.00,One year,DSL,3,Mailed check,0,0,0,12
PETRA-02364,Female,0,42,89.06,6784.40,One year,DSL,3,Electronic check,0,1,0,12
PETRA-02365,Male,0,1,63.56,0.00,Month-to-month,DSL,1,Electronic check,1,0,0,1
PETRA-02366,Male,0,4,67.24,0.00,Month-to-month,DSL,1,Bank transfer,0,0,0,1
PETRA-02367,Male,0,16,101.09,2690.41,Month-to-month,DSL,2,Bank transfer,1,1,0,1
PETRA-02368,Male,0,39,94.09,2809.29,Month-to-month,Fiber optic,1,Credit card,1,0,0,1
PETRA-02369,Male,0,7,54.36,300.51,Month-to-month,Fiber optic,4,Electronic check,1,1,1,1
PETRA-02370,Male,0,11,96.04,848.45,One year,Fiber optic,0,Bank transfer,1,0,0,12
PETRA-02371,Female,1,32,43.04,2413.31,Month-to-month,DSL,1,Credit card,1,0,0,1
PETRA-02372,Male,0,7,49.00,210.52,Month-to-month,Fiber optic,1,Credit card,1,1,0,1
PETRA-02373,Male,1,52,79.14,5829.66,Two year,DSL,1,Credit card,0,1,0,24
PETRA-02374,Female,0,31,57.05,355.81,Month-to-month,Fiber optic,3,Credit card,1,0,0,1
PETRA-02375,Female,0,18,62.69,1389.17,One year,Fiber optic,2,Credit card,1,0,0,12
PETRA-02376,Female,0,15,68.64,1680.12,One year,DSL,1,Bank transfer,0,1,0,12
PETRA-02377,Male,0,11,41.89,913.99,Two year,DSL,2,Bank transfer,1,0,0,24
PETRA-02378,Female,0,12,32.81,0.00,Two year,No,2,Bank transfer,0,1,0,24
PETRA-02379,Female,0,41,66.79,2169.56,One year,Fiber optic,2,Credit card,1,0,0,12
PETRA-02380,Male,0,0,21.64,127.87,Month-to-month,Fiber optic,1,Bank transfer,0,0,1,1
PETRA-02381,Male,0,25,31.39,1291.28,One year,DSL,1,Electronic check,1,1,0,12
PETRA-02382,Female,0,69,43.73,2597.00,Two year,DSL,0,Credit card,0,1,0,24
PETRA-02383,Male,0,61,76.65,4687.84,Month-to-month,Fiber optic,2,Bank transfer,1,0,0,1
PETRA-02384,Male,0,19,67.24,1543.23,One year,No,0,Bank transfer,0,1,0,12
PETRA-02385,Female,0,4,103.14,304.84,Month-to-month,DSL,2,Credit card,1,0,0,1
PETRA-02386,Female,0,6,52.65,436.91,One year,DSL,0,Bank transfer,0,0,0,12
PETRA-02387,Female,0,16,99.94,2148.00,Month-to-month,No,3,Bank transfer,1,0,0,1
PETRA-02388,Female,0,6,27.07,35.68,One year,Fiber optic,3,Bank transfer,0,1,1,12
PETRA-02389,Female,0,3,62.69,123.59,Month-to-month,DSL,0,Electronic check,0,0,0,1
PETRA-02390,Male,0,2,99.23,135.38,Month-to-month,Fiber optic,2,Electronic check,0,0,1,1
PETRA-02391,Male,0,16,64.16,842.93,Month-to-month,Fiber optic,3,Bank transfer,1,1,0,1
PETRA-02392,Female,0,48,44.70,2550.99,One year,No,2,Bank transfer,0,0,0,12
PETRA-02393,Male,0,18,96.67,1959.86,Two year,DSL,1,Mailed check,1,0,0,24
PETRA-02394,Male,0,23,59.44,678.35,Month-to-month,Fiber optic,3,Bank transfer,0,0,0,1
PETRA-02395,Female,1,0,75.11,107.22,Month-to-month,DSL,1,Mailed check,1,1,0,1
PETRA-02396,Female,1,11,47.64,525.94,One year,No,5,Electronic check,0,0,0,12
PETRA-02397,Male,0,8,66.05,1069.78,One year,No,2,Credit card,0,1,0,12
PETRA-02398,Male,0,28,51.03,2869.48,Month-to-month,No,3,Credit card,0,0,0,1
PETRA-02399,Female,0,2,62.17,32.15,One year,No,0,Credit card,0,0,0,12
PETRA-02400,Male,0,28,93.46,1718.76,Two year,Fiber optic,2,Electronic check,0,1,0,24
PETRA-02401,Female,0,5,65.05,230.26,Month-to-month,DSL,0,Bank transfer,0,0,0,1
PETRA-02402,Female,0,1,33.44,58.51,Month-to-month,DSL,1,Electronic check,1,0,0,1
PETRA-02403,Female,0,13,31.27,613.28,Month-to-month,DSL,3,Bank transfer,1,0,0,1
PETRA-02404,Male,0,16,86.42,1524.96,Two year,Fiber optic,2,Electronic check,0,0,0,24
PETRA-02405,Female,1,29,83.07,1480.04,Two year,DSL,3,Electronic check,1,0,0,24
PETRA-02406,Male,1,0,36.33,132.13,Month-to-month,Fiber optic,2,Credit card,0,1,0,1
PETRA-02407,Female,0,26,79.38,1430.48,Two year,Fiber optic,3,Bank transfer,0,0,0,24
PETRA-02408,Male,0,13,74.77,1476.76,Month-to-month,No,0,Bank transfer,0,0,0,1
PETRA-02409,Male,0,72,99.66,6988.65,One year,Fiber optic,1,Electronic check,0,0,0,12
PETRA-02410,Female,0,35,109.99,3674.04,One year,Fiber optic,0,Electronic check,0,0,0,12
PETRA-02411,Male,1,44,65.23,4223.81,Two year,Fiber optic,1,Bank transfer,1,0,0,24
PETRA-02412,Female,0,72,23.13,3464.75,One year,No,0,Electronic check,1,1,1,12
PETRA-02413,Female,0,34,90.81,3746.57,Month-to-month,Fiber optic,0,Bank transfer,1,0,0,1
PETRA-02414,Male,0,7,94.27,434.10,Month-to-month,DSL,3,Credit card,0,1,0,1
PETRA-02415,Male,0,52,58.85,6230.82,Month-to-month,DSL,4,Mailed check,0,0,1,1
PETRA-02416,Female,0,52,72.32,5060.72,Two year,No,3,Bank transfer,1,0,0,24
PETRA-02417,Male,0,18,46.23,931.30,Month-to-month,Fiber optic,1,Electronic check,0,1,0,1
PETRA-02418,Male,1,1,44.21,126.43,Month-to-month,No,2,Bank transfer,0,0,0,1
PETRA-02419,Male,0,6,93.25,685.73,Month-to-month,Fiber optic,2,Bank transfer,0,1,0,1
PETRA-02420,Male,0,4,20.00,276.56,Month-to-month,Fiber optic,1,Bank transfer,0,1,1,1
PETRA-02421,Female,0,8,93.90,752.19,Month-to-month,Fiber optic,1,Bank transfer,1,1,0,1
PETRA-02422,Male,0,27,33.77,1645.41,Month-to-month,No,3,Credit card,0,0,1,1
PETRA-02423,Female,0,4,56.31,294.95,Month-to-month,No,3,Electronic check,0,0,0,1
PETRA-02424,Male,0,0,82.72,35.09,Month-to-month,Fiber optic,2,Credit card,1,0,0,1
PETRA-02425,Female,0,63,46.19,2172.34,Month-to-month,DSL,0,Bank transfer,1,1,0,1
PETRA-02426,Male,0,3,53.48,120.34,Two year,DSL,0,Bank transfer,0,0,0,24
PETRA-02427,Male,0,8,52.79,569.14,One year,Fiber optic,0,Bank transfer,0,0,0,12
PETRA-02428,Female,0,5,81.85,160.51,One year,No,4,Bank transfer,1,0,0,12
PETRA-02429,Male,1,18,113.32,1217.97,Two year,No,2,Electronic check,0,0,0,24
PETRA-02430,Male,1,8,54.07,437.23,One year,Fiber optic,1,Electronic check,0,0,0,12
PETRA-02431,Female,0,14,30.37,794.43,One year,DSL,1,Bank transfer,0,0,0,12
PETRA-02432,Male,0,2,84.20,177.90,Month-to-month,Fiber optic,2,Bank transfer,0,0,1,1
PETRA-02433,Male,0,19,20.00,397.21,Month-to-month,No,1,Credit card,1,1,1,1
PETRA-02434,Male,1,5,38.99,50.49,Month-to-month,Fiber optic,2,Bank transfer,1,0,1,1
PETRA-02435,Female,0,10,96.84,2117.88,Two year,DSL,2,Mailed check,1,0,0,24
PETRA-02436,Female,0,14,20.00,496.99,Month-to-month,Fiber optic,3,Bank transfer,1,0,1,1
PETRA-02437,Female,0,11,49.38,1006.88,Month-to-month,Fiber optic,1,Mailed check,1,0,0,1
PETRA-02438,Female,1,17,38.06,0.00,Two year,Fiber optic,3,Credit card,1,0,0,24
PETRA-02439,Male,0,44,94.13,5161.13,Month-to-month,No,1,Electronic check,1,0,1,1
PETRA-02440,Male,0,8,60.19,165.26,One year,No,0,Electronic check,0,0,0,12
PETRA-02441,Male,0,21,72.27,2337.36,One year,DSL,1,Electronic check,0,0,0,12
PETRA-02442,Male,0,17,47.68,993.16,Month-to-month,DSL,2,Electronic check,1,0,1,1
PETRA-02443,Male,1,26,27.86,987.44,Month-to-month,Fiber optic,1,Credit card,0,0,0,1
PETRA-02444,Female,0,4,41.22,82.16,Month-to-month,DSL,3,Electronic check,0,0,0,1
PETRA-02445,Female,0,16,87.21,379.68,One year,Fiber optic,0,Bank transfer,0,0,0,12
PETRA-02446,Female,0,3,98.75,163.38,Two year,DSL,0,Bank transfer,1,0,0,24
PETRA-02447,Female,0,23,81.25,2271.26,Two year,DSL,2,Credit card,0,0,0,24
PETRA-02448,Female,0,4,85.11,282.73,Month-to-month,No,1,Credit card,0,0,0,1
PETRA-02449,Male,0,5,43.61,256.71,Month-to-month,DSL,1,Mailed check,0,0,0,1
PETRA-02450,Female,1,10,40.31,114.18,One year,No,1,Bank transfer,0,1,0,12
PETRA-02451,Female,0,18,59.29,1062.31,One year,DSL,1,Bank transfer,1,0,0,12
PETRA-02452,Male,0,9,40.40,718.69,Month-to-month,DSL,1,Credit card,0,0,0,1
PETRA-02453,Male,0,28,63.62,2195.85,Month-to-month,DSL,0,Electronic check,0,0,0,1
PETRA-02454,Female,0,3,48.92,187.34,Month-to-month,DSL,1,Electronic check,0,0,0,1
PETRA-02455,Male,0,22,60.29,1700.37,Month-to-month,Fiber optic,1,Mailed check,1,1,0,1
PETRA-02456,Female,0,32,69.56,1428.23,One year,No,1,Bank transfer,1,0,0,12
PETRA-02457,Female,0,27,69.13,3998.49,Two year,No,1,Credit card,0,0,0,24
PETRA-02458,Male,0,14,82.06,1435.91,Month-to-month,DSL,1,Credit card,0,1,0,1
PETRA-02459,Male,0,32,96.51,3471.42,Month-to-month,DSL,5,Credit card,1,0,1,1
PETRA-02460,Male,0,12,67.57,1200.83,Month-to-month,DSL,2,Electronic check,1,0,1,1
PETRA-02461,Male,0,2,91.70,304.16,Month-to-month,Fiber optic,2,Mailed check,0,0,1,1
PETRA-02462,Male,0,9,103.43,119.23,Month-to-month,DSL,1,Credit card,0,1,0,1
PETRA-02463,Female,1,13,71.97,972.47,Month-to-month,DSL,0,Bank transfer,0,0,0,1
PETRA-02464,Male,0,0,91.99,178.81,Month-to-month,No,0,Electronic check,0,0,0,1
PETRA-02465,Male,0,14,64.38,1945.82,One year,No,1,Bank transfer,1,0,0,12
PETRA-02466,Male,0,1,89.03,80.52,One year,Fiber optic,3,Electronic check,1,0,0,12
PETRA-02467,Female,0,39,61.42,3616.09,One year,DSL,2,Bank transfer,1,0,0,12
PETRA-02468,Male,0,0,72.52,0.00,Month-to-month,Fiber optic,2,Credit card,1,0,0,1
PETRA-02469,Male,0,12,86.00,1287.51,Month-to-month,DSL,2,Bank transfer,0,0,1,1
PETRA-02470,Female,0,23,87.18,1361.81,Month-to-month,Fiber optic,3,Bank transfer,1,0,0,1
PETRA-02471,Male,0,45,20.00,600.57,Month-to-month,Fiber optic,1,Electronic check,0,0,0,1
PETRA-02472,Male,0,9,72.76,383.54,Month-to-month,DSL,0,Credit card,0,0,0,1
PETRA-02473,Male,0,13,61.16,1731.43,Month-to-month,No,1,Bank transfer,1,1,0,1
PETRA-02474,Male,0,6,49.84,198.49,Two year,Fiber optic,2,Mailed check,0,1,0,24
PETRA-02475,Male,0,25,104.87,4717.08,Two year,Fiber optic,2,Bank transfer,1,1,0,24
PETRA-02476,Female,0,6,63.79,267.08,One year,DSL,0,Credit card,1,0,0,12
PETRA-02477,Male,0,24,85.44,1266.61,One year,Fiber optic,0,Mailed check,1,0,0,12
PETRA-02478,Male,0,22,75.06,2101.37,One year,DSL,0,Credit card,1,0,0,12
PETRA-02479,Male,0,55,30.25,151.21,One year,Fiber optic,0,Electronic check,0,1,0,12
PETRA-02480,Female,0,15,45.51,1000.34,One year,DSL,1,Credit card,0,0,0,12
PETRA-02481,Female,1,7,75.85,480.34,Month-to-month,DSL,1,Mailed check,1,0,0,1
PETRA-02482,Male,0,8,84.27,414.23,Two year,Fiber optic,1,Credit card,1,0,0,24
PETRA-02483,Male,0,72,100.59,3361.62,One year,Fiber optic,2,Bank transfer,1,1,0,12
PETRA-02484,Male,1,8,59.00,1123.29,Month-to-month,Fiber optic,0,Mailed check,0,1,0,1
PETRA-02485,Male,0,24,40.16,940.70,Month-to-month,Fiber optic,3,Bank transfer,0,1,0,1
PETRA-02486,Male,0,33,115.40,3604.30,One year,Fiber optic,1,Credit card,0,0,0,12
PETRA-02487,Male,0,52,33.67,2820.78,Two year,Fiber optic,0,Credit card,1,0,0,24
PETRA-02488,Female,0,15,37.42,230.60,Month-to-month,DSL,0,Credit card,1,1,0,1
PETRA-02489,Male,0,72,68.93,8903.39,Month-to-month,DSL,1,Credit card,1,0,0,1
PETRA-02490,Male,0,7,78.02,532.47,Month-to-month,Fiber optic,0,Bank transfer,0,0,0,1
